TargetSiteID,Site name,Site type,Owner type,Company,Easting,Northing,StatusSummary,Status_2012,Status_2013,Status_2014,Status_2015,Status_2016,Status_2017,Status_2018,Status_2019,Status_2020,Survey_2012,Survey_2013,Survey_2014,Survey_2015,Survey_2016,Survey_2017,Survey_2018,Survey_2019,Survey_2020,SPHN_2013,SPHN_2014,SPHN_2015,SPHN_2016,SPHN_2017,SPHN_2018,SPHN_2019,SPHN_2020,Spray_2013,Spray_2014,Spray_2015,Spray_2016,Spray_2017,Spray_2018,Spray_2019,Spray_2020,Nest removal_2013,Nest removal_2014,Nest removal_2015,Nest removal_2016,Nest removal_2017,Nest removal_2018
100,61 Barnfield Wood Road,Residential garden,Private individual(s),,538948,167513,Not infested,,Not infested,Not infested,,,Not infested,Not infested,,,,Surveyed,Surveyed,Surveyed,,Surveyed,Surveyed,,,SPHN issued,SPHN issued,,,,SPHN issued,SPHN issued,,Spraying,Spraying,,,,Spraying,Spraying,,,,,,,
101,62 Barnfield Wood Road,Residential garden,Private individual(s),,538929,167528,Infested,Infested,Not infested,Not infested,,Not infested,Not infested,,,,Surveyed,Surveyed,Surveyed,Surveyed,Surveyed,Surveyed,,,,SPHN issued,,,,,SPHN issued,SPHN issued,,Spraying,Spraying,,,,Spraying,Spraying,,,,,,,
102,65 Barnfield Wood Road,Residential garden,Private individual(s),,538975,167472,Infested,Infested,Not infested,Not infested,Not infested,,,Not infested,,,Surveyed,Surveyed,Surveyed,Surveyed,,,Surveyed,,,SPHN issued,SPHN issued,,,,,,,Spraying,,,,,,,,,,,,,
103,67 Barnfield Wood Road,Residential garden,Local Authority,London Borough of Bromley,538965,167465,Not infested,,Not infested,,Not infested,,,Not infested,,,,Surveyed,,Surveyed,,,Surveyed,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,,,,,
104,Street tree outside 69 Barnfield Wood Road,Street tree,Local Authority,London Borough of Bromley,538908,167477,Not infested,,Not infested,,Not infested,,,,,,,Surveyed,,Surveyed,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,,,,,
105,Street trees outside 78/80 South Eden Park Road,Street tree,Local Authority,London Borough of Bromley,537628,167402,Infested,Infested,Not infested,,Not infested,,,,,,Surveyed,Surveyed,,Surveyed,,,,,,SPHN issued,SPHN issued,,SPHN issued,,,SPHN issued,SPHN issued,Spraying,Spraying,,Spraying,,,Spraying,Spraying,,,,,,
106,80 South Eden Park Road,Residential garden,Private individual(s),,537631,167427,Infested,Infested,Not infested,Infested,,Not infested,,Infested,,,Surveyed,Surveyed,Surveyed,Surveyed,Surveyed,,Surveyed,,,SPHN issued,SPHN issued,SPHN issued,SPHN issued,,,SPHN issued,SPHN issued,Spraying,Spraying,Spraying,Spraying,,,Spraying,Spraying,,Nest removal,,,,
107,82 South Eden Park Road,Residential garden,Private individual(s),,537629,167438,Infested,,Not infested,Infested,Not infested,Not infested,,Infested,,,,Surveyed,Surveyed,Surveyed,Surveyed,,Surveyed,,,SPHN issued,SPHN issued,SPHN issued,SPHN issued,,,SPHN issued,SPHN issued,Spraying,Spraying,Spraying,Spraying,,,Spraying,Spraying,,,,,,
108,85 Barnfield Wood Road,Residential garden,Private individual(s),,538866,167346,Infested,Infested,Not infested,Not infested,,,,,,,Surveyed,Surveyed,Surveyed,Surveyed,Surveyed,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,,,,,,,,,,,,,
110,"Flat 1, Langley Wood, Barnfield Wood Road",Residential garden,Private individual(s),,539229,167792,Not infested,,Not infested,Not infested,Not infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,,,,,
111,Langley Park Golf Club,Golf course,Public / private organisation,Langley Park Golf Club,538765,167004,Infested,,Infested,Infested,Infested,Infested,Infested,Infested,,,,Surveyed,Surveyed,Surveyed,Surveyed,Surveyed,Surveyed,,,SPHN issued,SPHN issued,SPHN issued,SPHN issued,SPHN issued,SPHN issued,SPHN issued,SPHN issued,Spraying,Spraying,Spraying,Spraying,Spraying,Spraying,Spraying,Spraying,Nest removal,Nest removal,Nest removal,Nest removal,,
112,"Langley Wood Cottage, 124 Hayes Lane",Residential garden,Private individual(s),,539209,167828,Infested,Infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,,,,,
113,Westmorland Road,Residential garden,Private individual(s),Westmoreland Court Management Company,539311,167817,Infested,,Infested,Not infested,Not infested,,,,,,,Surveyed,,Surveyed,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,Nest removal,,,,,
114,Langley Waterside Nature Reserve,Nature reserve,Local Authority,London Borough of Bromley,537853,167467,Infested,,Not infested,Infested,Infested,Infested,Infested,Not infested,,,,Surveyed,Surveyed,Surveyed,Surveyed,Surveyed,Surveyed,,,SPHN issued,SPHN issued,SPHN issued,SPHN issued,SPHN issued,SPHN issued,SPHN issued,,Spraying,Spraying,Spraying,Spraying,Spraying,Spraying,Spraying,,,Nest removal,Nest removal,Nest removal,,
115,Barnes Common,Common,Local Authority,London Borough of Richmond upon Thames,522737,175787,Infested,Infested,,Infested,,,Infested,Infested,Infested,,Surveyed,,Surveyed,,,Surveyed,Surveyed,Surveyed,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,,,,,
116,"Fulham Palace, original Record",Park / public garden,Public / private organisation,Fulham Palace Trust,524092,176138,Infested,Infested,Infested,Infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,Nest removal,Nest removal,,,,
117,Pangbourne Survey,Residential garden,Private individual(s),,462520,176782,Infested,Infested,Not infested,Not infested,Not infested,Not infested,,,,,Surveyed,Surveyed,Surveyed,Surveyed,Surveyed,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,,,,,,,,,,,,,
118,Osterley Park,Park / public garden,Public / private organisation,National Trust,514797,177791,Infested,Infested,Infested,Infested,,,Infested,Infested,Infested,,Surveyed,Surveyed,Surveyed,,,Surveyed,Surveyed,Surveyed,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,Spraying,,,,,,Nest removal,,,,,
119,Hounslow Heath,Park / public garden,Local Authority,Hounslow Highways,512758,173991,Infested,Infested,Infested,Infested,Infested,,Infested,Infested,Infested,,Surveyed,Surveyed,Surveyed,Surveyed,,Surveyed,Surveyed,Surveyed,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,Nest removal,Nest removal,,,,
119,Hounslow Heath,Park / public garden,Local Authority,London Borough of Hounslow,512758,173991,Infested,Infested,Infested,Infested,Infested,,Infested,Infested,Infested,,Surveyed,Surveyed,Surveyed,Surveyed,,Surveyed,Surveyed,Surveyed,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,Nest removal,Nest removal,,,,
120,Lapis Close (outside number 2),Street tree,Public / private organisation,GCS Property Management,519115,183004,Infested,Infested,,,,,,,,,Surveyed,,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,,,,,
121,Highway/Council Trees (near Roundabout end of Rugby Lane),Street tree,Local Authority,London Borough of Hounslow,515424,174661,Infested,Infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,,,,,
122,78 Roehampton Lane,Residential garden,Public / private organisation,Roehampton University,522089,174953,Infested,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,,,,,,,,Spraying,,,,,,,Nest removal,,,,,
123,West Twyford Primary School,School grounds,School,West Twyford Primary School,519111,183167,Infested,Infested,Not infested,Not infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,,,,,
124,Twyford Abbey Road,Street tree,Local Authority,London Borough of Brent,518967,182899,Infested,Infested,Not infested,Previously infested,Infested,,,Infested,,,Surveyed,Surveyed,Surveyed,Surveyed,,,Surveyed,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,,,,,,,,,Nest removal,,,
125,4 Rossall Crescent,Residential garden,Private individual(s),,518692,182683,Infested,Infested,,,,,,,,,Surveyed,,,,,,,,,SPHN issued,,,,,,,,,,,,,,,,,,,,,
127,Hounslow Heath Garden Centre Site,Residential garden,Private individual(s),Hounslow Heath Garden Centre Site,511836,174837,Infested,Infested,Infested,Infested,Infested,,,,,,Surveyed,Surveyed,Surveyed,Surveyed,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,Nest removal,Nest removal,Nest removal,,,
129,Hounslow Heath Golf Centre,Golf course,Public / private organisation,Hounslow Heath Golf Centre,511517,174641,Infested,Infested,Infested,Infested,Infested,,,,,,Surveyed,Surveyed,Surveyed,Surveyed,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,Nest removal,Nest removal,Nest removal,,,
130,Duke of Northumberland River (London Borough of Hounslow),Footpath,Local Authority,London Borough of Hounslow,510633,174517,Infested,Infested,Not infested,Infested,Infested,,,,,,Surveyed,Surveyed,Surveyed,Surveyed,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,Nest removal,,Nest removal,,,
131,Chiswick (Old) Cemetery,Cemetery,Local Authority,London Borough of Hounslow,521520,177788,Infested,Infested,Not infested,Infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,,,,,
132,Boston Gardens,Residential garden,Private individual(s),,521443,177754,Infested,Infested,Previously infested,Not infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,,,,,
133,Homefield Recreation Ground,Recreation ground / sports field,Local Authority,Hounslow Highways,521741,178063,Infested,Infested,Not infested,Previously infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,,,,,
134,Park Road Allotments,Allotment,Local Authority,London Borough of Hounslow,516760,176242,Infested,Infested,Not infested,Not infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,,,,,
135,"Hounslow Heath, Staines Road",Park / public garden,Local Authority,London Borough of Hounslow,511450,174653,Infested,Infested,Not infested,Not infested,Infested,,,,,,Surveyed,Surveyed,Surveyed,Surveyed,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,,Nest removal,,,
136,45 Links Way,Residential garden,Private individual(s),,537582,167255,Infested,,Infested,Infested,Not infested,,Not infested,,,,,Surveyed,Surveyed,Surveyed,Surveyed,Surveyed,,,,SPHN issued,SPHN issued,SPHN issued,SPHN issued,SPHN issued,,,,Spraying,Spraying,Spraying,Spraying,Spraying,,,,Nest removal,Nest removal,,,,
137,Club Langley,Recreation ground / sports field,Sports ground / Golf club,Club Langley,537752,167103,Infested,Infested,Previously infested,Infested,Infested,Not infested,Not infested,Infested,,,Surveyed,Surveyed,Surveyed,Surveyed,Surveyed,Surveyed,Surveyed,,,SPHN issued,SPHN issued,SPHN issued,SPHN issued,SPHN issued,SPHN issued,SPHN issued,SPHN issued,Spraying,Spraying,Spraying,Spraying,Spraying,,Spraying,Spraying,,Nest removal,Nest removal,,,
139,Hayes Lane - Grounds of flats,Residential garden,Private individual(s),Westmoreland Court Management Company,539245,167869,Infested,,Infested,Not infested,Not infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,Nest removal,,,,,
141,Street trees outside 124 Hayes Lane,Street tree,Local Authority,London Borough of Bromley,539202,167831,Infested,Infested,Not infested,Not infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,,,,,
142,Fulham Palace Meadow Allotments,Allotment,Local Authority,Fulham Palace Meadow Allotments,524206,176093,Infested,Infested,,,,,,,,,Surveyed,,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,,,,,,,,,,,,,
143,The Moat Garden,Park / public garden,Local Authority,Hammersmith and Fulham Council,524254,176368,Infested,Infested,Not infested,Infested,,,Infested,,,,Surveyed,Surveyed,Surveyed,,,Surveyed,,,,SPHN issued,SPHN issued,,,,,,,Spraying,,,,,,,,,,,,,
144,Fulham Palace Road Cemetery,Cemetery,Local Authority,Hammersmith and Fulham Council,523959,177355,Infested,Infested,Not infested,Not infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,,,,,
145,Ravenscourt Park,Park / public garden,Local Authority,Hammersmith and Fulham Council,522339,179215,Infested,Infested,Not infested,Infested,,,,Infested,,Infested,Surveyed,Surveyed,Surveyed,,,,Surveyed,,Surveyed,SPHN issued,SPHN issued,,,,,,SPHN issued,Spraying,,,,,,,,,,,,,
145,Ravenscourt Park,Park / public garden,Local Authority,London Borough of Hammersmith and Fulham,522339,179215,Infested,Infested,Not infested,Infested,,,,Infested,,Infested,Surveyed,Surveyed,Surveyed,,,,Surveyed,,Surveyed,SPHN issued,SPHN issued,,,,,,SPHN issued,Spraying,,,,,,,,,,,,,
146,Rear Rossall Crescent,Street tree,Local Authority,London Borough of Ealing,518579,182678,Infested,Infested,,,,,,,,,Surveyed,,Surveyed,,,,,,,,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,,,,,
147,Coronation Road,Street tree,Local Authority,Equinik and Network rail,519431,182443,Infested,Infested,,Infested,,,Not infested,,,,Surveyed,,Surveyed,,,Surveyed,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,Nest removal,,,,
148,11 Lodge Close,Residential garden,Private individual(s),,516601,176859,Infested,Infested,Infested,Not infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,Nest removal,,,,,
149,roadside 4 Lodge Close,Street tree,Local Authority,London Borough of Hounslow,516633,176857,Infested,Infested,,Previously infested,,,,Infested,,,Surveyed,,Surveyed,,,,Surveyed,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,,,,,
150,Woodbridge Park School,School grounds,School,Woodbridge Park Education Centre,516552,176794,Infested,,Previously infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,,,,,
151,Spur Road Isleworth,Street tree,Local Authority,Hounslow Highways,515977,177482,Infested,Infested,Infested,Infested,,,,Infested,,,Surveyed,Surveyed,Surveyed,,,,Surveyed,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,Nest removal,,,,,
153,Boston Manor Playing Fields,Recreation ground / sports field,Public / private organisation,The London Playing Fields Foundation,516428,178595,Infested,Infested,Not infested,Infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,Nest removal,,,,
154,90 Boston Gardens (Outside),Residential garden,Local Authority,Hounslow Highways,516442,178653,Infested,Infested,,,,,,,,,Surveyed,,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,,,,,
155,Windmill Lane (near Osterley Park),Street tree,Local Authority,Hounslow Highways,514387,179372,Infested,Infested,Infested,Infested,,,Infested,Infested,,,Surveyed,Surveyed,Surveyed,,,Surveyed,Surveyed,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,Nest removal,Nest removal,,,,
155,Windmill Lane (near Osterley Park),Street tree,Local Authority,London Borough of Hounslow,514387,179372,Infested,Infested,Infested,Infested,,,Infested,Infested,,,Surveyed,Surveyed,Surveyed,,,Surveyed,Surveyed,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,Nest removal,Nest removal,,,,
156,Courtlands Estate,Residential garden,Local Authority,London Borough of Richmond upon Thames,519211,175017,Infested,Infested,Not infested,Infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,Nest removal,,,,
157,70 Hanger Hill (North Circular),Residential garden,Private individual(s),,518613,181717,Infested,,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,,,,,,,,Spraying,,,,,,,,Nest removal,,,,
159,7d Hillcrest Road,Residential garden,Private individual(s),,518389,181906,Infested,Infested,,Previously infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"Minster Court, W5 1HH",Residential garden,Private individual(s),,518517,182028,Infested,Infested,,Not infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Hanger Lane Wood,Woodland,Local Authority,London Borough of Ealing,518652,182146,Infested,Infested,Infested,Infested,,,Infested,Infested,,,Surveyed,Surveyed,Surveyed,,,Surveyed,Surveyed,,,SPHN issued,SPHN issued,,,,,,,,Spraying,,,,,,,Nest removal,Nest removal,,,,
162,Hanger Green/Corringway,Other open space,Local Authority,London Borough of Ealing,519141,182183,Infested,Infested,Previously infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,,,,,,,,,,,,,,,,,,,,,
163,Cardross House,Residential garden,Private individual(s),,518272,171664,Infested,Infested,Previously infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,,,,,
164,Waldegrave Girls School,School grounds,School,Waldegrave Girls School,514669,172504,Infested,Infested,Infested,Not infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,,Spraying,,,,,,,Nest removal,,,,,
165,Old Deer Park South,Park / public garden,Local Authority,London Borough of Richmond upon Thames,517500,175098,Infested,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,,,,,,,,,,,,,,,Nest removal,,,,,
166,Stud House,Residential garden,Private individual(s),,516769,168516,Infested,Infested,Infested,Infested,,,,,,,Surveyed,Surveyed,Surveyed,Surveyed,,,,,,SPHN issued,SPHN issued,,,,,,,,,,,,,,,Nest removal,Nest removal,,,,
167,47 Fifth Cross Road,Residential garden,Private individual(s),,514619,172509,Infested,Infested,Previously infested,Not infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,,SPHN issued,,,,,,,,,,,,,,,,,,,,,
170,55 Fifth Cross Road (rear),Residential garden,Private individual(s),,514616,172525,Infested,Infested,Previously infested,Not infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Pool Road,Street tree,Local Authority,Surrey County Council Highways Department,512810,167592,Infested,,Not infested,Previously infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,,Spraying,,,,,,,,,,,,
173,"10 Molesey Road, West Molesey",Residential garden,Private individual(s),,512482,167820,Infested,,Infested,Infested,Infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,,SPHN issued,,,,,,,,Spraying,Spraying,,,,,,,Nest removal,Nest removal,,,
174,"11 Molesey Road, West Molesey",Residential garden,Private individual(s),,512485,167817,Infested,,Infested,Infested,Not infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,Nest removal,Nest removal,,,,
175,Bessborough Works,Private garden / land,Local Authority,Bessborough Works,512514,167843,Infested,,Infested,Infested,Infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,Nest removal,Nest removal,,,
177,Roehampton Vale,Recreation ground / sports field,Local Authority,London Borough of Richmond upon Thames,521742,172564,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,SPHN issued,,,,,,,Spraying,,,,,,,,,,,,,
179,Twyford Abbey (next to Church) For Sale,Residential garden,Private individual(s),,518961,183098,Infested,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,"6 or 8 Bridle Road, Croydon",Residential garden,Private individual(s),,537260,166039,Infested,Infested,Previously infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,SPHN issued,,,,,,,,Spraying,,,,,,,,,,,,
181,"792 Wickham Road, Croydon",Residential garden,Private individual(s),,537264,166053,Infested,Infested,Previously infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,SPHN issued,,,,,,,,Spraying,,,,,,,,,,,,
182,"Bridle Road, Croydon, front of Shops",Residential garden,Local Authority,London Borough of Croydon,537248,166043,Infested,Infested,Previously infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,SPHN issued,,,,,,,,Spraying,,,,,,,,,,,,
183,"9-12 Parkfields, Croydon",Residential garden,Local Authority,London Borough of Croydon,536676,166322,Infested,Infested,Previously infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,,,,,
185,"10 Pippin Close, Croydon, CR0 7QT",Residential garden,Private individual(s),,536552,166338,Infested,Infested,Previously infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,,,,,,
186,Parkfields Park,Park / public garden,Local Authority,London Borough of Croydon,536593,166163,Infested,Infested,Not infested,Not infested,,,,Infested,,,Surveyed,Surveyed,Surveyed,,,,Surveyed,,,SPHN issued,SPHN issued,,,,,SPHN issued,SPHN issued,Spraying,Spraying,,,,,Spraying,Spraying,,,,,,
